<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.BTC-USD,1,08/11/18,12:27,6451.0000000,6451.0100000,6451.0000000,6451.0100000,1
GDAX.BTC-USD,1,08/11/18,12:28,6451.0000000,6451.0100000,6450.0000000,6450.0100000,10
GDAX.BTC-USD,1,08/11/18,12:29,6450.0000000,6450.0100000,6450.0000000,6450.0000000,1
GDAX.BTC-USD,1,08/11/18,12:30,6450.0100000,6450.0100000,6450.0000000,6450.0000000,1
GDAX.BTC-USD,1,08/11/18,12:31,6450.0000000,6450.0100000,6450.0000000,6450.0100000,1
GDAX.BTC-USD,1,08/11/18,12:32,6450.0000000,6450.0100000,6450.0000000,6450.0000000,1
GDAX.BTC-USD,1,08/11/18,12:33,6450.0000000,6450.0100000,6450.0000000,6450.0100000,1
GDAX.BTC-USD,1,08/11/18,12:34,6450.0000000,6450.0100000,6450.0000000,6450.0100000,0
GDAX.BTC-USD,1,08/11/18,12:35,6450.0000000,6450.0100000,6450.0000000,6450.0100000,0
GDAX.BTC-USD,1,08/11/18,12:36,6450.0000000,6450.0100000,6450.0000000,6450.0100000,0
GDAX.BTC-USD,1,08/11/18,12:37,6450.0000000,6450.0100000,6450.0000000,6450.0000000,0
GDAX.BTC-USD,1,08/11/18,12:38,6450.0000000,6450.0100000,6450.0000000,6450.0000000,0
GDAX.BTC-USD,1,08/11/18,12:39,6450.0100000,6450.9900000,6450.0000000,6450.9900000,2
GDAX.BTC-USD,1,08/11/18,12:40,6450.9800000,6450.9900000,6450.9800000,6450.9900000,0
GDAX.BTC-USD,1,08/11/18,12:41,6450.9900000,6450.9900000,6450.9800000,6450.9800000,1
GDAX.BTC-USD,1,08/11/18,12:42,6450.9800000,6450.9900000,6450.9800000,6450.9900000,0
GDAX.BTC-USD,1,08/11/18,12:43,6450.9800000,6450.9900000,6450.9800000,6450.9900000,1
GDAX.BTC-USD,1,08/11/18,12:44,6450.9900000,6451.0100000,6450.9800000,6451.0100000,1
GDAX.BTC-USD,1,08/11/18,12:45,6451.0100000,6451.0100000,6451.0000000,6451.0100000,1
GDAX.BTC-USD,1,08/11/18,12:46,6451.0000000,6451.4600000,6451.0000000,6451.4500000,1
GDAX.BTC-USD,1,08/11/18,12:47,6451.4600000,6451.4600000,6451.4500000,6451.4500000,0
GDAX.BTC-USD,1,08/11/18,12:48,6451.4500000,6451.4600000,6451.4500000,6451.4600000,1
GDAX.BTC-USD,1,08/11/18,12:49,6451.4500000,6451.4600000,6451.4500000,6451.4500000,0
GDAX.BTC-USD,1,08/11/18,12:50,6451.4500000,6451.4600000,6451.4500000,6451.4500000,1
GDAX.BTC-USD,1,08/11/18,12:51,6451.4500000,6451.4600000,6451.4500000,6451.4500000,1
GDAX.BTC-USD,1,08/11/18,12:52,6451.4600000,6451.4600000,6451.4500000,6451.4600000,1
GDAX.BTC-USD,1,08/11/18,12:53,6451.4500000,6451.4600000,6451.4500000,6451.4600000,0
GDAX.BTC-USD,1,08/11/18,12:54,6451.4600000,6451.4600000,6451.4500000,6451.4500000,1
GDAX.BTC-USD,1,08/11/18,12:55,6451.4500000,6451.4600000,6451.4500000,6451.4500000,0
GDAX.BTC-USD,1,08/11/18,12:56,6451.4500000,6451.4600000,6451.4500000,6451.4600000,0
GDAX.BTC-USD,1,08/11/18,12:57,6451.4600000,6451.4600000,6451.4500000,6451.4600000,0
GDAX.BTC-USD,1,08/11/18,12:58,6451.4500000,6451.4600000,6451.4500000,6451.4500000,0
GDAX.BTC-USD,1,08/11/18,12:59,6451.4500000,6451.4600000,6451.4500000,6451.4600000,1
GDAX.BTC-USD,1,08/11/18,13:00,6451.4500000,6451.4600000,6451.4500000,6451.4600000,0
GDAX.BTC-USD,1,08/11/18,13:01,6451.4500000,6451.4600000,6451.4500000,6451.4600000,0
GDAX.BTC-USD,1,08/11/18,13:02,6451.4500000,6451.9300000,6451.4500000,6451.9300000,14
GDAX.BTC-USD,1,08/11/18,13:03,6451.9200000,6451.9300000,6451.9200000,6451.9300000,0
GDAX.BTC-USD,1,08/11/18,13:04,6451.9200000,6451.9300000,6451.9200000,6451.9200000,1
GDAX.BTC-USD,1,08/11/18,13:05,6451.9200000,6451.9300000,6451.9200000,6451.9300000,1
GDAX.BTC-USD,1,08/11/18,13:06,6451.9200000,6451.9300000,6451.9200000,6451.9300000,0
GDAX.BTC-USD,1,08/11/18,13:07,6451.9200000,6451.9300000,6451.9200000,6451.9200000,0
GDAX.BTC-USD,1,08/11/18,13:08,6451.9200000,6451.9300000,6451.9200000,6451.9300000,1
GDAX.BTC-USD,1,08/11/18,13:09,6451.9300000,6451.9300000,6451.9200000,6451.9300000,1
GDAX.BTC-USD,1,08/11/18,13:10,6451.9300000,6451.9300000,6451.9200000,6451.9200000,1
GDAX.BTC-USD,1,08/11/18,13:11,6451.9200000,6451.9300000,6451.9200000,6451.9300000,0
GDAX.BTC-USD,1,08/11/18,13:12,6451.9200000,6451.9300000,6451.9200000,6451.9300000,0
GDAX.BTC-USD,1,08/11/18,13:13,6451.9200000,6451.9900000,6451.9200000,6451.9800000,1
GDAX.BTC-USD,1,08/11/18,13:14,6451.9800000,6451.9900000,6451.9800000,6451.9800000,0
GDAX.BTC-USD,1,08/11/18,13:15,6451.9800000,6451.9900000,6451.9800000,6451.9900000,1
GDAX.BTC-USD,1,08/11/18,13:16,6451.9800000,6451.9900000,6451.9800000,6451.9900000,1
GDAX.BTC-USD,1,08/11/18,13:17,6451.9800000,6451.9900000,6451.9800000,6451.9900000,0
GDAX.BTC-USD,1,08/11/18,13:18,6451.9900000,6451.9900000,6451.9800000,6451.9900000,1
GDAX.BTC-USD,1,08/11/18,13:19,6451.9800000,6451.9900000,6451.9800000,6451.9800000,0
GDAX.BTC-USD,1,08/11/18,13:20,6451.9800000,6455.0000000,6451.9800000,6455.0000000,7
GDAX.BTC-USD,1,08/11/18,13:21,6454.9900000,6455.0000000,6454.9900000,6454.9900000,0
GDAX.BTC-USD,1,08/11/18,13:22,6455.0000000,6455.0000000,6454.6100000,6454.6200000,1
GDAX.BTC-USD,1,08/11/18,13:23,6454.6200000,6454.6200000,6454.6100000,6454.6200000,1
GDAX.BTC-USD,1,08/11/18,13:24,6454.6100000,6454.6200000,6454.6100000,6454.6100000,1
GDAX.BTC-USD,1,08/11/18,13:25,6454.6100000,6454.6200000,6454.6100000,6454.6200000,2
GDAX.BTC-USD,1,08/11/18,13:26,6454.6100000,6454.6200000,6454.6100000,6454.6200000,1
GDAX.BTC-USD,1,08/11/18,13:27,6454.6200000,6454.6200000,6454.6100000,6454.6200000,1
GDAX.BTC-USD,1,08/11/18,13:28,6454.6100000,6454.6200000,6454.6100000,6454.6100000,0
GDAX.BTC-USD,1,08/11/18,13:29,6454.6100000,6454.6200000,6454.6100000,6454.6200000,1
GDAX.BTC-USD,1,08/11/18,13:30,6454.6200000,6454.6200000,6454.6100000,6454.6100000,0
GDAX.BTC-USD,1,08/11/18,13:31,6454.6200000,6454.6200000,6454.0100000,6454.0100000,0
GDAX.BTC-USD,1,08/11/18,13:32,6454.0000000,6454.0100000,6453.0000000,6453.0000000,1
GDAX.BTC-USD,1,08/11/18,13:33,6453.0000000,6453.0100000,6453.0000000,6453.0000000,1
GDAX.BTC-USD,1,08/11/18,13:34,6453.0000000,6453.0100000,6453.0000000,6453.0100000,1
GDAX.BTC-USD,1,08/11/18,13:35,6453.0000000,6453.0100000,6453.0000000,6453.0100000,0
GDAX.BTC-USD,1,08/11/18,13:36,6453.0000000,6453.0100000,6453.0000000,6453.0000000,0
GDAX.BTC-USD,1,08/11/18,13:37,6453.0000000,6453.0100000,6453.0000000,6453.0100000,0
GDAX.BTC-USD,1,08/11/18,13:38,6453.0000000,6453.0100000,6453.0000000,6453.0100000,3
GDAX.BTC-USD,1,08/11/18,13:39,6453.0000000,6453.0100000,6453.0000000,6453.0000000,1
GDAX.BTC-USD,1,08/11/18,13:40,6453.0000000,6453.0700000,6453.0000000,6453.0700000,5
GDAX.BTC-USD,1,08/11/18,13:41,6453.9900000,6455.3800000,6453.9900000,6455.3800000,0
GDAX.BTC-USD,1,08/11/18,13:42,6455.3800000,6456.0000000,6455.3800000,6456.0000000,3
GDAX.BTC-USD,1,08/11/18,13:43,6455.9900000,6456.0000000,6455.9900000,6455.9900000,0
GDAX.BTC-USD,1,08/11/18,13:44,6455.9900000,6456.0000000,6455.9900000,6455.9900000,0
GDAX.BTC-USD,1,08/11/18,13:45,6455.9900000,6456.0000000,6455.9900000,6455.9900000,0
GDAX.BTC-USD,1,08/11/18,13:46,6455.9900000,6459.0000000,6455.9900000,6459.0000000,2
GDAX.BTC-USD,1,08/11/18,13:47,6459.0000000,6460.0000000,6458.9900000,6459.9900000,0
GDAX.BTC-USD,1,08/11/18,13:48,6459.9900000,6460.0000000,6459.9900000,6460.0000000,0
GDAX.BTC-USD,1,08/11/18,13:49,6460.0000000,6460.0000000,6459.9900000,6460.0000000,1
GDAX.BTC-USD,1,08/11/18,13:50,6460.0000000,6460.0000000,6459.9900000,6459.9900000,1
GDAX.BTC-USD,1,08/11/18,13:51,6459.9900000,6461.0000000,6459.9900000,6461.0000000,8
GDAX.BTC-USD,1,08/11/18,13:52,6461.9600000,6461.9700000,6461.9500000,6461.9600000,1
GDAX.BTC-USD,1,08/11/18,13:53,6461.9500000,6461.9600000,6461.9500000,6461.9600000,1
GDAX.BTC-USD,1,08/11/18,13:54,6461.9600000,6461.9600000,6461.9500000,6461.9500000,0
GDAX.BTC-USD,1,08/11/18,13:55,6461.9500000,6461.9600000,6461.9500000,6461.9500000,0
GDAX.BTC-USD,1,08/11/18,13:56,6461.9500000,6461.9500000,6460.0000000,6460.0100000,1
GDAX.BTC-USD,1,08/11/18,13:57,6460.0000000,6460.0100000,6460.0000000,6460.0100000,0
GDAX.BTC-USD,1,08/11/18,13:58,6460.0000000,6460.0100000,6460.0000000,6460.0100000,0
GDAX.BTC-USD,1,08/11/18,13:59,6460.0000000,6460.0100000,6460.0000000,6460.0000000,0
GDAX.BTC-USD,1,08/11/18,14:00,6460.0000000,6460.0100000,6460.0000000,6460.0100000,3
GDAX.BTC-USD,1,08/11/18,14:01,6460.0000000,6460.0100000,6460.0000000,6460.0100000,0
GDAX.BTC-USD,1,08/11/18,14:02,6460.0000000,6462.0000000,6460.0000000,6462.0000000,1
GDAX.BTC-USD,1,08/11/18,14:03,6461.9900000,6462.0000000,6461.9900000,6462.0000000,0
GDAX.BTC-USD,1,08/11/18,14:04,6461.9900000,6462.0000000,6461.9900000,6461.9900000,0
GDAX.BTC-USD,1,08/11/18,14:05,6461.9900000,6462.0000000,6461.9900000,6462.0000000,0
GDAX.BTC-USD,1,08/11/18,14:06,6461.9900000,6462.0000000,6461.9900000,6462.0000000,0
GDAX.BTC-USD,1,08/11/18,14:07,6461.9900000,6462.0000000,6461.9900000,6461.9900000,0
GDAX.BTC-USD,1,08/11/18,14:08,6461.8200000,6461.8200000,6461.5900000,6461.6000000,0
GDAX.BTC-USD,1,08/11/18,14:09,6461.5900000,6462.0000000,6461.5900000,6462.0000000,0
GDAX.BTC-USD,1,08/11/18,14:10,6462.0000000,6462.0000000,6461.9900000,6461.9900000,1
GDAX.BTC-USD,1,08/11/18,14:11,6461.9900000,6462.0000000,6461.9900000,6462.0000000,0
GDAX.BTC-USD,1,08/11/18,14:12,6461.9900000,6462.0000000,6461.9900000,6462.0000000,0
GDAX.BTC-USD,1,08/11/18,14:13,6461.9900000,6462.0000000,6461.9900000,6462.0000000,0
GDAX.BTC-USD,1,08/11/18,14:14,6461.9900000,6462.0000000,6461.9900000,6462.0000000,2
GDAX.BTC-USD,1,08/11/18,14:15,6461.9900000,6462.0000000,6461.9900000,6462.0000000,1
GDAX.BTC-USD,1,08/11/18,14:16,6461.9900000,6462.0000000,6461.9900000,6462.0000000,2
GDAX.BTC-USD,1,08/11/18,14:17,6461.9900000,6462.0000000,6461.9900000,6461.9900000,1
GDAX.BTC-USD,1,08/11/18,14:18,6462.0000000,6462.0000000,6461.9900000,6462.0000000,0
GDAX.BTC-USD,1,08/11/18,14:19,6461.9900000,6462.0000000,6461.9900000,6462.0000000,1
GDAX.BTC-USD,1,08/11/18,14:20,6461.9900000,6462.0000000,6461.9900000,6461.9900000,0
GDAX.BTC-USD,1,08/11/18,14:21,6461.9900000,6462.0000000,6461.9900000,6461.9900000,1
GDAX.BTC-USD,1,08/11/18,14:22,6461.9900000,6462.0000000,6461.9900000,6462.0000000,1
GDAX.BTC-USD,1,08/11/18,14:23,6461.9900000,6462.0000000,6461.9900000,6462.0000000,1
GDAX.BTC-USD,1,08/11/18,14:24,6461.9900000,6462.0000000,6461.9900000,6462.0000000,1
GDAX.BTC-USD,1,08/11/18,14:25,6462.0000000,6462.0000000,6461.9900000,6462.0000000,0
GDAX.BTC-USD,1,08/11/18,14:26,6461.9900000,6462.0000000,6461.9900000,6462.0000000,0
GDAX.BTC-USD,1,08/11/18,14:27,6461.9900000,6462.5000000,6461.9900000,6462.5000000,1
GDAX.BTC-USD,1,08/11/18,14:28,6462.4900000,6462.5000000,6462.4900000,6462.5000000,1
GDAX.BTC-USD,1,08/11/18,14:29,6462.4900000,6464.9900000,6462.4900000,6464.9900000,1
GDAX.BTC-USD,1,08/11/18,14:30,6464.9800000,6464.9900000,6464.9800000,6464.9900000,0
GDAX.BTC-USD,1,08/11/18,14:31,6464.9800000,6464.9900000,6464.9800000,6464.9900000,1
GDAX.BTC-USD,1,08/11/18,14:32,6464.9900000,6464.9900000,6464.9800000,6464.9900000,0
GDAX.BTC-USD,1,08/11/18,14:33,6464.9800000,6464.9900000,6464.9800000,6464.9900000,1
GDAX.BTC-USD,1,08/11/18,14:34,6464.9800000,6464.9900000,6464.9800000,6464.9900000,0
GDAX.BTC-USD,1,08/11/18,14:35,6464.9800000,6464.9900000,6464.9800000,6464.9800000,0
GDAX.BTC-USD,1,08/11/18,14:36,6464.9800000,6464.9900000,6464.9800000,6464.9800000,0
GDAX.BTC-USD,1,08/11/18,14:37,6464.9800000,6464.9900000,6464.9800000,6464.9900000,0
GDAX.BTC-USD,1,08/11/18,14:38,6464.9900000,6464.9900000,6464.9800000,6464.9900000,0
GDAX.BTC-USD,1,08/11/18,14:39,6464.9800000,6464.9900000,6464.9800000,6464.9800000,0
GDAX.BTC-USD,1,08/11/18,14:40,6464.9800000,6464.9900000,6464.9800000,6464.9900000,0
GDAX.BTC-USD,1,08/11/18,14:41,6464.9800000,6464.9900000,6464.9800000,6464.9800000,1
GDAX.BTC-USD,1,08/11/18,14:42,6464.9700000,6464.9700000,6464.5300000,6464.5400000,1
GDAX.BTC-USD,1,08/11/18,14:43,6464.5300000,6464.5400000,6464.5300000,6464.5400000,0
GDAX.BTC-USD,1,08/11/18,14:44,6464.5300000,6464.5400000,6464.5300000,6464.5400000,1
GDAX.BTC-USD,1,08/11/18,14:45,6464.5300000,6464.5400000,6464.5300000,6464.5400000,0
GDAX.BTC-USD,1,08/11/18,14:46,6464.5300000,6464.5400000,6460.2500000,6460.2500000,6
GDAX.BTC-USD,1,08/11/18,14:47,6460.8300000,6460.8400000,6460.8300000,6460.8400000,3
GDAX.BTC-USD,1,08/11/18,14:48,6460.8300000,6460.8400000,6460.0000000,6460.0100000,2
GDAX.BTC-USD,1,08/11/18,14:49,6460.0000000,6460.0100000,6460.0000000,6460.0100000,1
GDAX.BTC-USD,1,08/11/18,14:50,6460.0100000,6460.0100000,6458.5400000,6458.5400000,12
GDAX.BTC-USD,1,08/11/18,14:51,6458.5400000,6458.5500000,6458.5400000,6458.5500000,1
GDAX.BTC-USD,1,08/11/18,14:52,6458.5400000,6458.5500000,6458.5400000,6458.5400000,0
GDAX.BTC-USD,1,08/11/18,14:53,6458.5400000,6458.5500000,6455.5900000,6455.5900000,2
GDAX.BTC-USD,1,08/11/18,14:54,6455.5900000,6455.6000000,6455.5900000,6455.6000000,0
GDAX.BTC-USD,1,08/11/18,14:55,6455.5900000,6455.6000000,6455.5900000,6455.6000000,1
GDAX.BTC-USD,1,08/11/18,14:56,6455.5900000,6455.6000000,6452.5000000,6455.5300000,22
GDAX.BTC-USD,1,08/11/18,14:57,6455.5200000,6455.5200000,6454.2300000,6454.5800000,2
GDAX.BTC-USD,1,08/11/18,14:58,6454.5700000,6454.5800000,6454.5700000,6454.5800000,0
GDAX.BTC-USD,1,08/11/18,14:59,6454.5700000,6454.5800000,6454.5700000,6454.5800000,0
GDAX.BTC-USD,1,08/11/18,15:00,6454.5700000,6454.5800000,6454.5700000,6454.5800000,1
GDAX.BTC-USD,1,08/11/18,15:01,6454.5700000,6454.5800000,6454.5700000,6454.5800000,0
GDAX.BTC-USD,1,08/11/18,15:02,6454.5800000,6455.0400000,6454.5700000,6455.0400000,1
GDAX.BTC-USD,1,08/11/18,15:03,6455.0400000,6455.0400000,6455.0300000,6455.0300000,0
GDAX.BTC-USD,1,08/11/18,15:04,6455.0300000,6455.0400000,6455.0300000,6455.0400000,0
GDAX.BTC-USD,1,08/11/18,15:05,6455.0300000,6455.0400000,6455.0300000,6455.0400000,22
GDAX.BTC-USD,1,08/11/18,15:06,6455.0300000,6455.0400000,6455.0300000,6455.0400000,1
GDAX.BTC-USD,1,08/11/18,15:07,6455.0300000,6455.5100000,6455.0300000,6455.5000000,1
GDAX.BTC-USD,1,08/11/18,15:08,6455.5000000,6455.5100000,6455.5000000,6455.5100000,0
GDAX.BTC-USD,1,08/11/18,15:09,6455.5000000,6455.5100000,6455.5000000,6455.5100000,0
GDAX.BTC-USD,1,08/11/18,15:10,6455.5000000,6458.5300000,6455.5000000,6458.5300000,1
GDAX.BTC-USD,1,08/11/18,15:11,6458.5200000,6458.5300000,6458.5200000,6458.5300000,1
GDAX.BTC-USD,1,08/11/18,15:12,6458.5200000,6458.5400000,6458.5200000,6458.5400000,2
GDAX.BTC-USD,1,08/11/18,15:13,6459.0000000,6459.0000000,6457.5100000,6459.0000000,1
GDAX.BTC-USD,1,08/11/18,15:14,6459.0000000,6459.0000000,6458.9900000,6459.0000000,0
GDAX.BTC-USD,1,08/11/18,15:15,6458.9900000,6460.1500000,6458.9900000,6460.1500000,1
GDAX.BTC-USD,1,08/11/18,15:16,6460.1400000,6462.0000000,6460.1400000,6461.9900000,4
GDAX.BTC-USD,1,08/11/18,15:17,6462.0000000,6462.0000000,6461.9900000,6462.0000000,2
GDAX.BTC-USD,1,08/11/18,15:18,6461.9900000,6462.0000000,6461.9900000,6462.0000000,0
GDAX.BTC-USD,1,08/11/18,15:19,6462.0000000,6462.4600000,6462.0000000,6462.4600000,1
GDAX.BTC-USD,1,08/11/18,15:20,6462.4500000,6462.4600000,6462.4500000,6462.4600000,1
GDAX.BTC-USD,1,08/11/18,15:21,6462.4600000,6462.4600000,6462.4500000,6462.4500000,0
GDAX.BTC-USD,1,08/11/18,15:22,6462.4600000,6462.9300000,6462.4500000,6462.9300000,2
GDAX.BTC-USD,1,08/11/18,15:23,6462.9300000,6462.9300000,6462.9200000,6462.9300000,0
GDAX.BTC-USD,1,08/11/18,15:24,6462.9200000,6462.9300000,6462.9200000,6462.9300000,2
GDAX.BTC-USD,1,08/11/18,15:25,6462.9200000,6462.9300000,6462.9200000,6462.9300000,0
GDAX.BTC-USD,1,08/11/18,15:26,6462.9200000,6462.9300000,6462.9200000,6462.9300000,1
GDAX.BTC-USD,1,08/11/18,15:27,6462.9300000,6462.9300000,6462.9200000,6462.9200000,0
GDAX.BTC-USD,1,08/11/18,15:28,6462.9200000,6462.9300000,6462.9200000,6462.9300000,1
GDAX.BTC-USD,1,08/11/18,15:29,6462.9200000,6462.9400000,6462.9200000,6462.9400000,0
GDAX.BTC-USD,1,08/11/18,15:30,6462.9300000,6462.9400000,6462.9300000,6462.9400000,0
GDAX.BTC-USD,1,08/11/18,15:31,6462.9400000,6462.9400000,6462.9300000,6462.9400000,0
GDAX.BTC-USD,1,08/11/18,15:32,6462.9300000,6462.9400000,6462.9300000,6462.9400000,2
GDAX.BTC-USD,1,08/11/18,15:33,6462.9300000,6464.2000000,6462.9300000,6464.2000000,11
GDAX.BTC-USD,1,08/11/18,15:34,6464.1900000,6464.2000000,6464.1900000,6464.1900000,1
GDAX.BTC-USD,1,08/11/18,15:35,6464.2000000,6471.8000000,6464.1900000,6469.0000000,14
GDAX.BTC-USD,1,08/11/18,15:36,6468.9900000,6469.0000000,6468.9900000,6469.0000000,0
GDAX.BTC-USD,1,08/11/18,15:37,6469.0000000,6469.0000000,6468.9900000,6469.0000000,0
GDAX.BTC-USD,1,08/11/18,15:38,6468.9900000,6469.0000000,6468.9900000,6469.0000000,0
GDAX.BTC-USD,1,08/11/18,15:39,6468.9900000,6469.0000000,6468.9900000,6468.9900000,2
GDAX.BTC-USD,1,08/11/18,15:40,6468.9900000,6469.0000000,6467.1300000,6467.1300000,6
GDAX.BTC-USD,1,08/11/18,15:41,6467.1300000,6467.1400000,6467.1300000,6467.1300000,1
GDAX.BTC-USD,1,08/11/18,15:42,6467.1400000,6467.1400000,6466.0400000,6466.0500000,2
GDAX.BTC-USD,1,08/11/18,15:43,6466.0400000,6466.0500000,6466.0400000,6466.0500000,0
GDAX.BTC-USD,1,08/11/18,15:44,6466.0400000,6466.0500000,6466.0400000,6466.0400000,1
GDAX.BTC-USD,1,08/11/18,15:45,6466.0400000,6466.0500000,6466.0400000,6466.0500000,1
GDAX.BTC-USD,1,08/11/18,15:46,6466.0400000,6466.0500000,6466.0400000,6466.0500000,1
GDAX.BTC-USD,1,08/11/18,15:47,6466.0400000,6466.0500000,6466.0400000,6466.0500000,1
GDAX.BTC-USD,1,08/11/18,15:48,6466.0500000,6466.0500000,6466.0400000,6466.0400000,1
GDAX.BTC-USD,1,08/11/18,15:49,6466.0400000,6466.0500000,6466.0400000,6466.0500000,1
GDAX.BTC-USD,1,08/11/18,15:50,6466.0500000,6466.0500000,6466.0400000,6466.0500000,2
GDAX.BTC-USD,1,08/11/18,15:51,6466.0400000,6467.1400000,6466.0400000,6467.1300000,5
GDAX.BTC-USD,1,08/11/18,15:52,6467.1300000,6467.1400000,6467.1300000,6467.1300000,2
GDAX.BTC-USD,1,08/11/18,15:53,6467.1400000,6469.0000000,6467.1300000,6469.0000000,1
GDAX.BTC-USD,1,08/11/18,15:54,6469.0000000,6471.4400000,6469.0000000,6470.8900000,3
GDAX.BTC-USD,1,08/11/18,15:55,6470.8800000,6470.8900000,6470.8800000,6470.8900000,0
GDAX.BTC-USD,1,08/11/18,15:56,6470.8800000,6472.6000000,6470.8800000,6472.3400000,2
GDAX.BTC-USD,1,08/11/18,15:57,6472.3400000,6472.7800000,6472.3400000,6472.7800000,10
GDAX.BTC-USD,1,08/11/18,15:58,6472.7800000,6472.7800000,6472.7700000,6472.7800000,1
GDAX.BTC-USD,1,08/11/18,15:59,6472.7700000,6472.8100000,6472.7700000,6472.8100000,2
GDAX.BTC-USD,1,08/11/18,16:00,6472.8000000,6473.9800000,6472.8000000,6472.9100000,1
GDAX.BTC-USD,1,08/11/18,16:01,6472.9000000,6473.9800000,6472.9000000,6473.9700000,5
GDAX.BTC-USD,1,08/11/18,16:02,6473.9700000,6473.9800000,6473.9700000,6473.9800000,1
GDAX.BTC-USD,1,08/11/18,16:03,6473.9700000,6473.9800000,6473.9700000,6473.9800000,1
GDAX.BTC-USD,1,08/11/18,16:04,6473.9700000,6473.9800000,6473.9700000,6473.9700000,2
GDAX.BTC-USD,1,08/11/18,16:05,6473.9700000,6473.9800000,6473.0000000,6473.0100000,1
GDAX.BTC-USD,1,08/11/18,16:06,6473.0000000,6473.0100000,6468.2000000,6469.1100000,7
GDAX.BTC-USD,1,08/11/18,16:07,6469.1000000,6469.1100000,6469.1000000,6469.1100000,1
GDAX.BTC-USD,1,08/11/18,16:08,6469.1000000,6469.1000000,6468.0000000,6468.0100000,2
GDAX.BTC-USD,1,08/11/18,16:09,6468.0000000,6468.0100000,6467.1400000,6467.1400000,0
GDAX.BTC-USD,1,08/11/18,16:10,6467.1300000,6467.1300000,6464.3000000,6464.3100000,1
GDAX.BTC-USD,1,08/11/18,16:11,6464.3100000,6466.0000000,6464.3000000,6466.0000000,1
GDAX.BTC-USD,1,08/11/18,16:12,6466.0000000,6470.1800000,6465.9900000,6470.1800000,4
GDAX.BTC-USD,1,08/11/18,16:13,6470.1800000,6470.1800000,6470.1700000,6470.1800000,2
GDAX.BTC-USD,1,08/11/18,16:14,6470.1800000,6472.3700000,6470.1700000,6472.3700000,5
GDAX.BTC-USD,1,08/11/18,16:15,6471.7900000,6472.5500000,6471.7900000,6472.3600000,1
GDAX.BTC-USD,1,08/11/18,16:16,6472.3500000,6473.4700000,6472.3500000,6473.2000000,2
GDAX.BTC-USD,1,08/11/18,16:17,6472.6100000,6473.2000000,6472.6100000,6472.8600000,1
GDAX.BTC-USD,1,08/11/18,16:18,6472.8600000,6472.8600000,6472.3500000,6472.3600000,5
GDAX.BTC-USD,1,08/11/18,16:19,6472.3600000,6472.3600000,6472.3500000,6472.3600000,3
GDAX.BTC-USD,1,08/11/18,16:20,6472.3500000,6472.3600000,6472.3500000,6472.3600000,1
GDAX.BTC-USD,1,08/11/18,16:21,6472.3500000,6472.3600000,6472.3300000,6472.3300000,2
GDAX.BTC-USD,1,08/11/18,16:22,6472.3200000,6472.3300000,6472.3200000,6472.3300000,0
GDAX.BTC-USD,1,08/11/18,16:23,6472.3300000,6472.3300000,6472.3100000,6472.3200000,1
GDAX.BTC-USD,1,08/11/18,16:24,6472.3200000,6472.3200000,6472.3100000,6472.3200000,0
GDAX.BTC-USD,1,08/11/18,16:25,6472.3100000,6472.3200000,6472.3100000,6472.3200000,0
GDAX.BTC-USD,1,08/11/18,16:26,6472.3100000,6472.3200000,6472.3100000,6472.3200000,0
GDAX.BTC-USD,1,08/11/18,16:27,6472.3100000,6472.3200000,6470.3100000,6470.3100000,2
GDAX.BTC-USD,1,08/11/18,16:28,6470.3100000,6471.7700000,6470.3100000,6470.3200000,1
GDAX.BTC-USD,1,08/11/18,16:29,6470.3100000,6470.3200000,6470.3100000,6470.3200000,0
GDAX.BTC-USD,1,08/11/18,16:30,6470.3200000,6470.3300000,6470.3100000,6470.3300000,1
GDAX.BTC-USD,1,08/11/18,16:31,6470.3200000,6470.3300000,6470.3200000,6470.3300000,0
GDAX.BTC-USD,1,08/11/18,16:32,6470.3200000,6472.7600000,6470.3200000,6471.5500000,7
GDAX.BTC-USD,1,08/11/18,16:33,6471.4800000,6473.3900000,6471.4800000,6473.3600000,3
GDAX.BTC-USD,1,08/11/18,16:34,6473.3900000,6474.6800000,6473.3800000,6474.6800000,1
GDAX.BTC-USD,1,08/11/18,16:35,6474.6800000,6474.6800000,6474.6700000,6474.6700000,0
GDAX.BTC-USD,1,08/11/18,16:36,6474.6700000,6474.6800000,6474.6700000,6474.6800000,1
GDAX.BTC-USD,1,08/11/18,16:37,6474.6700000,6474.6800000,6474.6700000,6474.6700000,1
GDAX.BTC-USD,1,08/11/18,16:38,6474.6700000,6474.6800000,6474.6700000,6474.6800000,0
GDAX.BTC-USD,1,08/11/18,16:39,6474.6700000,6475.0000000,6474.6700000,6475.0000000,1
GDAX.BTC-USD,1,08/11/18,16:40,6475.0000000,6475.0000000,6474.9900000,6475.0000000,0
GDAX.BTC-USD,1,08/11/18,16:41,6474.9900000,6475.0000000,6474.9900000,6474.9900000,2
GDAX.BTC-USD,1,08/11/18,16:42,6475.0000000,6476.7400000,6474.9900000,6476.7200000,1
GDAX.BTC-USD,1,08/11/18,16:43,6476.7100000,6478.8700000,6476.7100000,6478.8600000,5
GDAX.BTC-USD,1,08/11/18,16:44,6478.8600000,6478.8700000,6478.8600000,6478.8600000,3
