<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.BTC-USD,1,04/11/18,22:48,6426.8100000,6427.0000000,6426.8100000,6427.0000000,1
GDAX.BTC-USD,1,04/11/18,22:49,6427.0000000,6427.0000000,6426.9900000,6427.0000000,1
GDAX.BTC-USD,1,04/11/18,22:50,6427.0000000,6427.0000000,6426.8200000,6426.8300000,5
GDAX.BTC-USD,1,04/11/18,22:51,6426.8300000,6426.8300000,6426.8200000,6426.8300000,1
GDAX.BTC-USD,1,04/11/18,22:52,6426.8200000,6426.8300000,6426.8200000,6426.8200000,4
GDAX.BTC-USD,1,04/11/18,22:53,6426.8300000,6426.8300000,6426.8100000,6426.8200000,6
GDAX.BTC-USD,1,04/11/18,22:54,6426.8200000,6426.8200000,6426.8100000,6426.8100000,12
GDAX.BTC-USD,1,04/11/18,22:55,6426.8200000,6426.8200000,6426.8100000,6426.8200000,3
GDAX.BTC-USD,1,04/11/18,22:56,6426.8200000,6426.8200000,6426.8100000,6426.8200000,2
GDAX.BTC-USD,1,04/11/18,22:57,6426.8200000,6426.8200000,6426.8100000,6426.8100000,3
GDAX.BTC-USD,1,04/11/18,22:58,6426.8100000,6426.8200000,6426.8100000,6426.8200000,3
GDAX.BTC-USD,1,04/11/18,22:59,6426.8100000,6426.8200000,6426.8100000,6426.8200000,2
GDAX.BTC-USD,1,04/11/18,23:00,6426.8100000,6426.8200000,6426.8100000,6426.8200000,2
GDAX.BTC-USD,1,04/11/18,23:01,6426.8200000,6426.8200000,6426.8100000,6426.8100000,1
GDAX.BTC-USD,1,04/11/18,23:02,6426.8100000,6426.8300000,6426.8100000,6426.8300000,3
GDAX.BTC-USD,1,04/11/18,23:03,6426.8300000,6426.8300000,6426.8200000,6426.8200000,1
GDAX.BTC-USD,1,04/11/18,23:04,6426.8300000,6426.8300000,6426.8200000,6426.8300000,1
GDAX.BTC-USD,1,04/11/18,23:05,6426.8200000,6427.0000000,6426.8200000,6427.0000000,2
GDAX.BTC-USD,1,04/11/18,23:06,6427.0000000,6427.0000000,6426.9900000,6427.0000000,2
GDAX.BTC-USD,1,04/11/18,23:07,6426.9900000,6427.0000000,6426.9900000,6427.0000000,2
GDAX.BTC-USD,1,04/11/18,23:08,6426.9900000,6427.0000000,6426.9000000,6426.9100000,5
GDAX.BTC-USD,1,04/11/18,23:09,6426.9000000,6426.9000000,6426.8100000,6426.8100000,5
GDAX.BTC-USD,1,04/11/18,23:10,6426.8100000,6426.8200000,6426.8100000,6426.8200000,3
GDAX.BTC-USD,1,04/11/18,23:11,6426.8200000,6427.1700000,6426.8100000,6427.1700000,1
GDAX.BTC-USD,1,04/11/18,23:12,6427.1700000,6427.3800000,6426.8100000,6426.8100000,5
GDAX.BTC-USD,1,04/11/18,23:13,6426.8100000,6426.8200000,6426.8100000,6426.8200000,1
GDAX.BTC-USD,1,04/11/18,23:14,6426.8200000,6426.8200000,6426.8100000,6426.8200000,1
GDAX.BTC-USD,1,04/11/18,23:15,6426.8200000,6426.8200000,6426.8100000,6426.8100000,2
GDAX.BTC-USD,1,04/11/18,23:16,6426.8200000,6426.8200000,6426.8100000,6426.8100000,2
GDAX.BTC-USD,1,04/11/18,23:17,6426.8200000,6426.8200000,6425.0000000,6425.0100000,15
GDAX.BTC-USD,1,04/11/18,23:18,6425.0100000,6425.0100000,6425.0000000,6425.0100000,3
GDAX.BTC-USD,1,04/11/18,23:19,6425.0100000,6425.0100000,6424.4400000,6424.4400000,4
GDAX.BTC-USD,1,04/11/18,23:20,6424.4400000,6424.4400000,6423.6200000,6423.6300000,1
GDAX.BTC-USD,1,04/11/18,23:21,6423.6300000,6423.6300000,6423.6200000,6423.6300000,2
GDAX.BTC-USD,1,04/11/18,23:22,6423.6300000,6423.6300000,6417.2200000,6417.2300000,18
GDAX.BTC-USD,1,04/11/18,23:23,6417.4800000,6419.5500000,6416.8200000,6418.0300000,7
GDAX.BTC-USD,1,04/11/18,23:24,6418.4800000,6419.7100000,6415.7200000,6415.7200000,2
GDAX.BTC-USD,1,04/11/18,23:25,6415.7300000,6415.7300000,6415.3800000,6415.3800000,4
GDAX.BTC-USD,1,04/11/18,23:26,6415.3800000,6415.7300000,6415.3800000,6415.7200000,1
GDAX.BTC-USD,1,04/11/18,23:27,6415.7300000,6418.6700000,6415.7300000,6418.6700000,4
GDAX.BTC-USD,1,04/11/18,23:28,6418.6700000,6419.1100000,6417.2700000,6418.4500000,6
GDAX.BTC-USD,1,04/11/18,23:29,6417.8800000,6418.4700000,6417.2700000,6418.4600000,1
GDAX.BTC-USD,1,04/11/18,23:30,6418.4700000,6419.1900000,6418.3800000,6419.1900000,4
GDAX.BTC-USD,1,04/11/18,23:31,6419.1900000,6419.1900000,6419.1800000,6419.1900000,1
GDAX.BTC-USD,1,04/11/18,23:32,6419.1800000,6419.1900000,6419.1800000,6419.1900000,2
GDAX.BTC-USD,1,04/11/18,23:33,6419.1900000,6419.1900000,6419.1800000,6419.1900000,1
GDAX.BTC-USD,1,04/11/18,23:34,6419.1900000,6419.1900000,6419.1800000,6419.1900000,1
GDAX.BTC-USD,1,04/11/18,23:35,6419.1800000,6420.6100000,6419.1800000,6420.6100000,5
GDAX.BTC-USD,1,04/11/18,23:36,6420.6100000,6420.6100000,6419.2800000,6419.6600000,1
GDAX.BTC-USD,1,04/11/18,23:37,6419.6600000,6420.1100000,6419.1800000,6420.1000000,2
GDAX.BTC-USD,1,04/11/18,23:38,6420.1000000,6420.1200000,6420.1000000,6420.1200000,2
GDAX.BTC-USD,1,04/11/18,23:39,6420.1100000,6420.5000000,6420.1100000,6420.4900000,4
GDAX.BTC-USD,1,04/11/18,23:40,6420.5000000,6420.6100000,6420.1300000,6420.1300000,1
GDAX.BTC-USD,1,04/11/18,23:41,6420.1300000,6420.1300000,6419.1800000,6419.1900000,2
GDAX.BTC-USD,1,04/11/18,23:42,6419.1900000,6420.1000000,6418.5400000,6419.9100000,4
GDAX.BTC-USD,1,04/11/18,23:43,6419.9100000,6420.6100000,6419.1900000,6420.3800000,1
GDAX.BTC-USD,1,04/11/18,23:44,6419.7700000,6420.6100000,6419.0000000,6419.0000000,3
GDAX.BTC-USD,1,04/11/18,23:45,6419.0100000,6419.0100000,6418.5000000,6418.5100000,1
GDAX.BTC-USD,1,04/11/18,23:46,6418.5100000,6418.9200000,6417.2700000,6417.2800000,3
GDAX.BTC-USD,1,04/11/18,23:47,6417.2700000,6418.5800000,6415.9200000,6417.7400000,2
GDAX.BTC-USD,1,04/11/18,23:48,6417.7400000,6418.9100000,6416.7000000,6418.0000000,2
GDAX.BTC-USD,1,04/11/18,23:49,6418.7500000,6418.9400000,6417.4200000,6418.3400000,1
GDAX.BTC-USD,1,04/11/18,23:50,6417.8900000,6418.9400000,6417.8800000,6418.8200000,1
GDAX.BTC-USD,1,04/11/18,23:51,6418.9400000,6418.9400000,6415.7200000,6415.7300000,3
GDAX.BTC-USD,1,04/11/18,23:52,6415.7300000,6415.7300000,6415.7200000,6415.7200000,1
GDAX.BTC-USD,1,04/11/18,23:53,6415.7300000,6415.7300000,6415.7200000,6415.7300000,2
GDAX.BTC-USD,1,04/11/18,23:54,6415.7200000,6415.7300000,6415.0100000,6415.0100000,2
GDAX.BTC-USD,1,04/11/18,23:55,6415.0100000,6415.0200000,6411.0500000,6411.0600000,10
GDAX.BTC-USD,1,04/11/18,23:56,6411.5500000,6411.5500000,6411.5400000,6411.5500000,2
GDAX.BTC-USD,1,04/11/18,23:57,6411.5500000,6411.5500000,6411.1000000,6411.3400000,4
GDAX.BTC-USD,1,04/11/18,23:58,6411.5500000,6411.5500000,6411.3100000,6411.5500000,3
GDAX.BTC-USD,1,04/11/18,23:59,6411.5500000,6411.5500000,6411.0900000,6411.5500000,2
GDAX.BTC-USD,1,05/11/18,00:00,6411.5500000,6413.4400000,6411.5500000,6413.4400000,5
GDAX.BTC-USD,1,05/11/18,00:01,6413.4400000,6413.4400000,6411.4000000,6413.0000000,0
GDAX.BTC-USD,1,05/11/18,00:02,6413.0000000,6414.9900000,6412.4900000,6414.5700000,2
GDAX.BTC-USD,1,05/11/18,00:03,6414.9900000,6415.0000000,6414.9900000,6415.0000000,2
GDAX.BTC-USD,1,05/11/18,00:04,6415.0000000,6415.0000000,6414.9900000,6415.0000000,2
GDAX.BTC-USD,1,05/11/18,00:05,6414.9900000,6415.0000000,6414.1400000,6415.0000000,2
GDAX.BTC-USD,1,05/11/18,00:06,6415.0000000,6415.0000000,6413.2800000,6415.0000000,1
GDAX.BTC-USD,1,05/11/18,00:07,6415.0000000,6417.5900000,6414.9800000,6417.5800000,2
GDAX.BTC-USD,1,05/11/18,00:08,6417.5900000,6417.5900000,6415.2700000,6416.6700000,1
GDAX.BTC-USD,1,05/11/18,00:09,6417.5300000,6417.9000000,6415.7700000,6416.6800000,2
GDAX.BTC-USD,1,05/11/18,00:10,6416.6800000,6417.1900000,6415.0700000,6416.7700000,4
GDAX.BTC-USD,1,05/11/18,00:11,6416.7700000,6416.7700000,6416.1300000,6416.7700000,2
GDAX.BTC-USD,1,05/11/18,00:12,6416.7700000,6416.7700000,6416.7600000,6416.7600000,2
GDAX.BTC-USD,1,05/11/18,00:13,6416.7700000,6417.9000000,6416.7600000,6417.8900000,2
GDAX.BTC-USD,1,05/11/18,00:14,6417.8900000,6417.9000000,6417.8900000,6417.9000000,2
GDAX.BTC-USD,1,05/11/18,00:15,6417.9000000,6418.0000000,6417.8900000,6418.0000000,1
GDAX.BTC-USD,1,05/11/18,00:16,6418.0000000,6419.6900000,6416.4800000,6418.3600000,3
GDAX.BTC-USD,1,05/11/18,00:17,6418.3000000,6418.3000000,6416.8400000,6418.0000000,3
GDAX.BTC-USD,1,05/11/18,00:18,6418.0000000,6419.7300000,6418.0000000,6419.5400000,2
GDAX.BTC-USD,1,05/11/18,00:19,6419.5300000,6419.7400000,6419.5300000,6419.7300000,6
GDAX.BTC-USD,1,05/11/18,00:20,6419.7400000,6419.7400000,6419.7300000,6419.7300000,5
GDAX.BTC-USD,1,05/11/18,00:21,6419.7400000,6419.7400000,6419.7300000,6419.7300000,4
GDAX.BTC-USD,1,05/11/18,00:22,6419.7400000,6419.7400000,6418.2000000,6418.2000000,4
GDAX.BTC-USD,1,05/11/18,00:23,6418.2100000,6418.2100000,6418.0000000,6418.0100000,1
GDAX.BTC-USD,1,05/11/18,00:24,6418.0100000,6418.0100000,6416.5300000,6416.8900000,2
GDAX.BTC-USD,1,05/11/18,00:25,6417.0000000,6419.4600000,6416.9900000,6417.1600000,1
GDAX.BTC-USD,1,05/11/18,00:26,6417.1700000,6418.7400000,6417.1600000,6417.9700000,1
GDAX.BTC-USD,1,05/11/18,00:27,6417.9600000,6417.9600000,6416.3100000,6416.3700000,4
GDAX.BTC-USD,1,05/11/18,00:28,6416.8400000,6417.0000000,6416.3100000,6416.8700000,1
GDAX.BTC-USD,1,05/11/18,00:29,6417.0000000,6417.0000000,6416.5600000,6416.5700000,2
GDAX.BTC-USD,1,05/11/18,00:30,6416.5700000,6416.7200000,6416.3100000,6416.4600000,2
GDAX.BTC-USD,1,05/11/18,00:31,6416.3200000,6416.3200000,6416.3100000,6416.3200000,1
GDAX.BTC-USD,1,05/11/18,00:32,6416.3200000,6416.3200000,6416.3100000,6416.3200000,2
GDAX.BTC-USD,1,05/11/18,00:33,6416.3200000,6416.3200000,6415.0100000,6415.0100000,1
GDAX.BTC-USD,1,05/11/18,00:34,6415.0100000,6415.0100000,6415.0000000,6415.0100000,0
GDAX.BTC-USD,1,05/11/18,00:35,6415.0100000,6415.0200000,6414.0200000,6414.0200000,2
GDAX.BTC-USD,1,05/11/18,00:36,6414.9300000,6415.4000000,6414.0700000,6414.0700000,3
GDAX.BTC-USD,1,05/11/18,00:37,6414.0800000,6415.4000000,6413.9800000,6415.4000000,2
GDAX.BTC-USD,1,05/11/18,00:38,6414.5200000,6415.1600000,6413.9800000,6414.9400000,1
GDAX.BTC-USD,1,05/11/18,00:39,6414.9400000,6414.9400000,6414.9300000,6414.9400000,0
GDAX.BTC-USD,1,05/11/18,00:40,6414.9400000,6416.0000000,6414.9400000,6416.0000000,2
GDAX.BTC-USD,1,05/11/18,00:41,6416.0000000,6417.8900000,6415.9900000,6417.8900000,2
GDAX.BTC-USD,1,05/11/18,00:42,6417.8700000,6417.9400000,6416.3200000,6417.8300000,1
GDAX.BTC-USD,1,05/11/18,00:43,6417.8200000,6417.9300000,6417.4700000,6417.4800000,1
GDAX.BTC-USD,1,05/11/18,00:44,6417.4800000,6417.9400000,6417.4700000,6417.4700000,1
GDAX.BTC-USD,1,05/11/18,00:45,6417.8300000,6417.9400000,6416.8000000,6417.3900000,3
GDAX.BTC-USD,1,05/11/18,00:46,6417.4000000,6417.5400000,6415.9700000,6416.5500000,1
GDAX.BTC-USD,1,05/11/18,00:47,6416.4800000,6417.4300000,6415.9800000,6415.9800000,3
GDAX.BTC-USD,1,05/11/18,00:48,6416.0000000,6417.2300000,6416.0000000,6416.0000000,6
GDAX.BTC-USD,1,05/11/18,00:49,6416.1000000,6416.1400000,6414.0900000,6414.1600000,5
GDAX.BTC-USD,1,05/11/18,00:50,6415.2300000,6415.6100000,6414.5800000,6415.4300000,0
GDAX.BTC-USD,1,05/11/18,00:51,6414.7200000,6415.4800000,6414.7200000,6415.2200000,1
GDAX.BTC-USD,1,05/11/18,00:52,6415.2300000,6415.2300000,6415.2200000,6415.2300000,1
GDAX.BTC-USD,1,05/11/18,00:53,6415.2300000,6415.2300000,6415.0000000,6415.0100000,3
GDAX.BTC-USD,1,05/11/18,00:54,6415.2200000,6415.2200000,6415.0000000,6415.0000000,0
GDAX.BTC-USD,1,05/11/18,00:55,6415.0100000,6415.0100000,6413.0000000,6414.2200000,8
GDAX.BTC-USD,1,05/11/18,00:56,6414.0700000,6414.2600000,6413.0000000,6413.0100000,1
GDAX.BTC-USD,1,05/11/18,00:57,6413.0000000,6414.5500000,6413.0000000,6414.5500000,1
GDAX.BTC-USD,1,05/11/18,00:58,6414.5500000,6414.5500000,6413.0000000,6413.0100000,1
GDAX.BTC-USD,1,05/11/18,00:59,6413.0000000,6413.5500000,6413.0000000,6413.5500000,1
GDAX.BTC-USD,1,05/11/18,01:00,6413.5500000,6413.5500000,6413.5400000,6413.5500000,1
GDAX.BTC-USD,1,05/11/18,01:01,6413.5500000,6413.5500000,6413.5400000,6413.5500000,2
GDAX.BTC-USD,1,05/11/18,01:02,6413.5500000,6414.1900000,6413.1000000,6414.1900000,4
GDAX.BTC-USD,1,05/11/18,01:03,6414.1800000,6415.0000000,6413.1500000,6414.0100000,0
GDAX.BTC-USD,1,05/11/18,01:04,6414.0100000,6415.0000000,6414.0100000,6414.1300000,0
GDAX.BTC-USD,1,05/11/18,01:05,6414.1300000,6414.8400000,6414.0300000,6414.7900000,2
GDAX.BTC-USD,1,05/11/18,01:06,6414.7900000,6414.7900000,6414.0200000,6414.0400000,1
GDAX.BTC-USD,1,05/11/18,01:07,6414.0400000,6414.7500000,6413.0000000,6413.5700000,3
GDAX.BTC-USD,1,05/11/18,01:08,6413.5800000,6414.4500000,6413.0500000,6413.0500000,1
GDAX.BTC-USD,1,05/11/18,01:09,6414.4000000,6414.4000000,6413.0900000,6414.4000000,3
GDAX.BTC-USD,1,05/11/18,01:10,6414.4000000,6414.4000000,6413.0000000,6414.1700000,1
GDAX.BTC-USD,1,05/11/18,01:11,6414.1700000,6414.4000000,6413.0000000,6413.0000000,0
GDAX.BTC-USD,1,05/11/18,01:12,6413.0000000,6417.1100000,6413.0000000,6416.7100000,11
GDAX.BTC-USD,1,05/11/18,01:13,6415.5300000,6415.5400000,6413.0000000,6413.0000000,5
GDAX.BTC-USD,1,05/11/18,01:14,6413.0000000,6413.0100000,6413.0000000,6413.0100000,11
GDAX.BTC-USD,1,05/11/18,01:15,6413.0000000,6413.0100000,6413.0000000,6413.0000000,5
GDAX.BTC-USD,1,05/11/18,01:16,6413.0000000,6413.0100000,6413.0000000,6413.0100000,2
GDAX.BTC-USD,1,05/11/18,01:17,6413.0000000,6413.0100000,6413.0000000,6413.0100000,2
GDAX.BTC-USD,1,05/11/18,01:18,6413.0100000,6413.0100000,6413.0000000,6413.0100000,1
GDAX.BTC-USD,1,05/11/18,01:19,6413.0100000,6413.6400000,6413.0000000,6413.6400000,7
GDAX.BTC-USD,1,05/11/18,01:20,6413.6400000,6413.6400000,6413.6300000,6413.6400000,1
GDAX.BTC-USD,1,05/11/18,01:21,6413.6400000,6413.6400000,6413.0100000,6413.0200000,2
GDAX.BTC-USD,1,05/11/18,01:22,6413.0100000,6413.6400000,6413.0100000,6413.6400000,1
GDAX.BTC-USD,1,05/11/18,01:23,6413.6400000,6413.6400000,6413.6300000,6413.6400000,2
GDAX.BTC-USD,1,05/11/18,01:24,6413.6400000,6413.6400000,6413.6300000,6413.6400000,1
GDAX.BTC-USD,1,05/11/18,01:25,6413.6400000,6413.6400000,6413.6300000,6413.6400000,4
GDAX.BTC-USD,1,05/11/18,01:26,6413.6400000,6413.6400000,6413.6300000,6413.6300000,1
GDAX.BTC-USD,1,05/11/18,01:27,6413.6400000,6413.6400000,6413.6300000,6413.6400000,4
GDAX.BTC-USD,1,05/11/18,01:28,6413.6400000,6415.0300000,6413.6300000,6414.3200000,6
GDAX.BTC-USD,1,05/11/18,01:29,6414.3200000,6414.3200000,6413.2800000,6413.2900000,0
GDAX.BTC-USD,1,05/11/18,01:30,6413.2800000,6414.9900000,6413.2800000,6413.2800000,2
GDAX.BTC-USD,1,05/11/18,01:31,6413.2900000,6415.1300000,6413.2800000,6415.0800000,1
GDAX.BTC-USD,1,05/11/18,01:32,6415.0800000,6415.1400000,6413.2900000,6413.3000000,1
GDAX.BTC-USD,1,05/11/18,01:33,6413.3000000,6414.8700000,6413.2800000,6414.5500000,5
GDAX.BTC-USD,1,05/11/18,01:34,6414.4100000,6414.9200000,6413.2800000,6414.4800000,1
GDAX.BTC-USD,1,05/11/18,01:35,6414.3400000,6414.3500000,6414.2100000,6414.2200000,1
GDAX.BTC-USD,1,05/11/18,01:36,6414.2200000,6415.0000000,6414.2100000,6414.2200000,2
GDAX.BTC-USD,1,05/11/18,01:37,6414.2200000,6414.8400000,6413.2800000,6413.2900000,5
GDAX.BTC-USD,1,05/11/18,01:38,6413.2900000,6413.2900000,6413.0000000,6413.0000000,3
GDAX.BTC-USD,1,05/11/18,01:39,6413.0000000,6413.0100000,6413.0000000,6413.0100000,3
GDAX.BTC-USD,1,05/11/18,01:40,6413.0100000,6413.4900000,6413.0000000,6413.3100000,1
GDAX.BTC-USD,1,05/11/18,01:41,6413.2900000,6413.2900000,6413.0000000,6413.0100000,2
GDAX.BTC-USD,1,05/11/18,01:42,6413.0100000,6413.0100000,6413.0000000,6413.0100000,2
GDAX.BTC-USD,1,05/11/18,01:43,6413.0100000,6416.6500000,6413.0100000,6416.6500000,25
GDAX.BTC-USD,1,05/11/18,01:44,6416.6500000,6417.0300000,6416.6400000,6416.6400000,1
GDAX.BTC-USD,1,05/11/18,01:45,6416.6500000,6417.1100000,6416.6400000,6416.6400000,1
GDAX.BTC-USD,1,05/11/18,01:46,6416.6500000,6417.1100000,6415.1000000,6415.1000000,4
GDAX.BTC-USD,1,05/11/18,01:47,6415.1100000,6415.1100000,6413.2200000,6413.2300000,1
GDAX.BTC-USD,1,05/11/18,01:48,6413.2300000,6413.2300000,6413.0000000,6413.0000000,6
GDAX.BTC-USD,1,05/11/18,01:49,6413.0100000,6413.0100000,6413.0000000,6413.0100000,2
GDAX.BTC-USD,1,05/11/18,01:50,6413.0100000,6413.0100000,6413.0000000,6413.0100000,1
GDAX.BTC-USD,1,05/11/18,01:51,6413.0100000,6413.2300000,6413.0100000,6413.2300000,1
GDAX.BTC-USD,1,05/11/18,01:52,6413.2300000,6413.2300000,6413.2200000,6413.2300000,2
GDAX.BTC-USD,1,05/11/18,01:53,6413.2300000,6414.8300000,6411.6200000,6412.7400000,10
GDAX.BTC-USD,1,05/11/18,01:54,6412.7300000,6412.7300000,6411.6200000,6411.6300000,3
GDAX.BTC-USD,1,05/11/18,01:55,6411.6300000,6411.6300000,6411.6200000,6411.6300000,1
GDAX.BTC-USD,1,05/11/18,01:56,6411.6300000,6414.2100000,6411.6300000,6413.0200000,0
GDAX.BTC-USD,1,05/11/18,01:57,6412.5400000,6414.2200000,6411.6200000,6411.6300000,5
GDAX.BTC-USD,1,05/11/18,01:58,6411.6300000,6411.9700000,6411.4300000,6411.4400000,6
GDAX.BTC-USD,1,05/11/18,01:59,6411.4400000,6411.4400000,6411.0000000,6411.0100000,3
GDAX.BTC-USD,1,05/11/18,02:00,6411.0100000,6411.0100000,6411.0000000,6411.0100000,0
GDAX.BTC-USD,1,05/11/18,02:01,6411.0100000,6411.0100000,6411.0000000,6411.0100000,1
GDAX.BTC-USD,1,05/11/18,02:02,6411.0100000,6411.0100000,6411.0000000,6411.0100000,14
GDAX.BTC-USD,1,05/11/18,02:03,6411.0200000,6412.5900000,6411.0100000,6412.0300000,1
GDAX.BTC-USD,1,05/11/18,02:04,6412.0400000,6412.0400000,6412.0300000,6412.0400000,4
GDAX.BTC-USD,1,05/11/18,02:05,6412.0400000,6412.0400000,6412.0300000,6412.0300000,1
GDAX.BTC-USD,1,05/11/18,02:06,6412.0400000,6412.0400000,6412.0300000,6412.0400000,1
GDAX.BTC-USD,1,05/11/18,02:07,6412.0300000,6412.0400000,6412.0300000,6412.0400000,0
GDAX.BTC-USD,1,05/11/18,02:08,6412.0300000,6412.0400000,6412.0300000,6412.0400000,2
GDAX.BTC-USD,1,05/11/18,02:09,6412.0400000,6412.0400000,6412.0300000,6412.0400000,1
GDAX.BTC-USD,1,05/11/18,02:10,6412.0400000,6412.0400000,6412.0300000,6412.0400000,1
GDAX.BTC-USD,1,05/11/18,02:11,6412.0400000,6412.0400000,6412.0300000,6412.0400000,1
GDAX.BTC-USD,1,05/11/18,02:12,6412.0400000,6412.0400000,6412.0300000,6412.0300000,3
GDAX.BTC-USD,1,05/11/18,02:13,6412.0400000,6414.0000000,6412.0300000,6414.0000000,1
GDAX.BTC-USD,1,05/11/18,02:14,6414.0000000,6416.0300000,6413.9900000,6416.0300000,2
GDAX.BTC-USD,1,05/11/18,02:15,6416.0200000,6416.0300000,6416.0200000,6416.0300000,1
GDAX.BTC-USD,1,05/11/18,02:16,6416.0200000,6416.0300000,6416.0200000,6416.0300000,2
GDAX.BTC-USD,1,05/11/18,02:17,6416.0300000,6416.0300000,6416.0200000,6416.0200000,1
GDAX.BTC-USD,1,05/11/18,02:18,6416.0300000,6416.0300000,6416.0200000,6416.0300000,1
GDAX.BTC-USD,1,05/11/18,02:19,6416.0300000,6416.0300000,6416.0200000,6416.0300000,1
GDAX.BTC-USD,1,05/11/18,02:20,6416.0300000,6416.0300000,6416.0200000,6416.0300000,1
GDAX.BTC-USD,1,05/11/18,02:21,6416.0300000,6417.0400000,6416.0200000,6417.0400000,1
GDAX.BTC-USD,1,05/11/18,02:22,6417.0400000,6417.0400000,6417.0300000,6417.0400000,1
GDAX.BTC-USD,1,05/11/18,02:23,6417.0300000,6419.9900000,6417.0300000,6419.9900000,8
GDAX.BTC-USD,1,05/11/18,02:24,6419.9900000,6419.9900000,6419.9800000,6419.9900000,10
GDAX.BTC-USD,1,05/11/18,02:25,6419.9900000,6422.2800000,6419.9900000,6422.2800000,13
GDAX.BTC-USD,1,05/11/18,02:26,6422.2800000,6423.1500000,6422.2800000,6423.1500000,8
GDAX.BTC-USD,1,05/11/18,02:27,6423.1500000,6424.0000000,6423.1400000,6423.1500000,2
GDAX.BTC-USD,1,05/11/18,02:28,6423.1400000,6423.9700000,6423.1400000,6423.9700000,2
GDAX.BTC-USD,1,05/11/18,02:29,6423.9700000,6423.9700000,6420.0900000,6420.1000000,19
GDAX.BTC-USD,1,05/11/18,02:30,6420.1000000,6420.1000000,6420.0900000,6420.1000000,1
GDAX.BTC-USD,1,05/11/18,02:31,6420.1000000,6420.1000000,6420.0900000,6420.1000000,6
GDAX.BTC-USD,1,05/11/18,02:32,6420.1000000,6420.1000000,6420.0900000,6420.1000000,2
GDAX.BTC-USD,1,05/11/18,02:33,6420.1000000,6420.1000000,6420.0000000,6420.0100000,1
GDAX.BTC-USD,1,05/11/18,02:34,6420.0100000,6420.2700000,6420.0000000,6420.0100000,1
GDAX.BTC-USD,1,05/11/18,02:35,6420.0000000,6420.0100000,6417.0000000,6418.4600000,9
GDAX.BTC-USD,1,05/11/18,02:36,6418.3800000,6420.0000000,6417.0000000,6419.9900000,3
GDAX.BTC-USD,1,05/11/18,02:37,6420.0000000,6422.4400000,6419.9900000,6422.4400000,4
GDAX.BTC-USD,1,05/11/18,02:38,6422.4400000,6422.4400000,6422.0800000,6422.0800000,3
GDAX.BTC-USD,1,05/11/18,02:39,6422.0500000,6422.3900000,6422.0000000,6422.0100000,3
GDAX.BTC-USD,1,05/11/18,02:40,6422.1300000,6423.2100000,6420.7000000,6420.7100000,3
GDAX.BTC-USD,1,05/11/18,02:41,6420.7100000,6422.6300000,6420.7100000,6422.2100000,2
GDAX.BTC-USD,1,05/11/18,02:42,6422.2100000,6423.0000000,6421.9000000,6421.9100000,2
GDAX.BTC-USD,1,05/11/18,02:43,6421.9100000,6422.9000000,6420.7000000,6420.7100000,2
GDAX.BTC-USD,1,05/11/18,02:44,6420.7100000,6423.2700000,6420.7000000,6422.0200000,5
GDAX.BTC-USD,1,05/11/18,02:45,6422.0200000,6423.2800000,6420.7500000,6422.2200000,6
GDAX.BTC-USD,1,05/11/18,02:46,6421.6000000,6422.4500000,6420.7000000,6420.7000000,2
GDAX.BTC-USD,1,05/11/18,02:47,6420.7100000,6422.6000000,6420.7100000,6422.0000000,3
GDAX.BTC-USD,1,05/11/18,02:48,6421.1100000,6422.0000000,6420.2600000,6420.2600000,2
GDAX.BTC-USD,1,05/11/18,02:49,6420.2700000,6423.2900000,6420.2700000,6422.4000000,1
GDAX.BTC-USD,1,05/11/18,02:50,6422.3900000,6422.4000000,6420.2600000,6420.2700000,1
GDAX.BTC-USD,1,05/11/18,02:51,6420.2700000,6420.2700000,6420.2600000,6420.2700000,1
GDAX.BTC-USD,1,05/11/18,02:52,6420.2700000,6420.2700000,6420.0000000,6420.0100000,3
GDAX.BTC-USD,1,05/11/18,02:53,6420.0100000,6420.0100000,6420.0000000,6420.0000000,1
GDAX.BTC-USD,1,05/11/18,02:54,6420.0100000,6420.0100000,6420.0000000,6420.0100000,1
GDAX.BTC-USD,1,05/11/18,02:55,6420.0100000,6420.0100000,6420.0000000,6420.0100000,1
GDAX.BTC-USD,1,05/11/18,02:56,6420.0100000,6420.0100000,6420.0000000,6420.0100000,1
GDAX.BTC-USD,1,05/11/18,02:57,6420.0100000,6420.0100000,6420.0000000,6420.0100000,1
GDAX.BTC-USD,1,05/11/18,02:58,6420.0100000,6420.0100000,6420.0000000,6420.0100000,1
GDAX.BTC-USD,1,05/11/18,02:59,6420.0100000,6420.0100000,6420.0000000,6420.0100000,2
GDAX.BTC-USD,1,05/11/18,03:00,6420.0100000,6423.2900000,6420.0000000,6423.2800000,3
GDAX.BTC-USD,1,05/11/18,03:01,6423.2900000,6424.5000000,6423.2900000,6424.4900000,2
GDAX.BTC-USD,1,05/11/18,03:02,6424.5000000,6424.5000000,6424.4900000,6424.5000000,1
GDAX.BTC-USD,1,05/11/18,03:03,6424.4900000,6425.0000000,6424.4900000,6424.9900000,3
GDAX.BTC-USD,1,05/11/18,03:04,6425.0000000,6425.0000000,6424.9900000,6424.9900000,1
GDAX.BTC-USD,1,05/11/18,03:05,6425.0000000,6425.0000000,6424.9900000,6425.0000000,2
